timestamp,posture,source
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:47,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Standing,LiveCam
2025-11-02 12:06:48,Walking,LiveCam
2025-11-02 12:06:48,Walking,LiveCam
2025-11-02 12:06:48,Walking,LiveCam
2025-11-02 12:06:48,Running,LiveCam
2025-11-02 12:06:48,Walking,LiveCam
2025-11-02 12:06:48,Running,LiveCam
2025-11-02 12:06:48,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Running,LiveCam
2025-11-02 12:06:49,Walking,LiveCam
2025-11-02 12:06:49,Walking,LiveCam
2025-11-02 12:09:50,Standing,Image
